"time","INTERNAL ENERGY","KINETIC ENERGY","X-MOMENTUM","Y-MOMENTUM","Z-MOMENTUM","MASS","TIME STEP","ROTATION ENERGY","EXTERNAL WORK","SPRING ENERGY","CONTACT ENERGY","HOURGLASS ENERGY","Skull                                     IE ","Skull                                     KE ","Skull                                     XMOM ","Skull                                     YMOM ","Skull                                     ZMOM ","Skull                                     MASS ","Skull                                     HE ","Skull                                     HEAT ","Skull                                     HEAT ","Skin                                      IE ","Skin                                      KE ","Skin                                      XMOM ","Skin                                      YMOM ","Skin                                      ZMOM ","Skin                                      MASS ","Skin                                      HE ","Skin                                      HEAT ","Skin                                      HEAT ","Accel Block                               IE ","Accel Block                               KE ","Accel Block                               XMOM ","Accel Block                               YMOM ","Accel Block                               ZMOM ","Accel Block                               MASS ","Accel Block                               HE ","Accel Block                               HEAT ","Accel Block                               HEAT ","Back Plate                                IE ","Back Plate                                KE ","Back Plate                                XMOM ","Back Plate                                YMOM ","Back Plate                                ZMOM ","Back Plate                                MASS ","Back Plate                                HE ","Back Plate                                HEAT ","Back Plate                                HEAT ","Elasto_plastic                            IE ","Elasto_plastic                            KE ","Elasto_plastic                            XMOM ","Elasto_plastic                            YMOM ","Elasto_plastic                            ZMOM ","Elasto_plastic                            MASS ","Elasto_plastic                            HE ","Elasto_plastic                            HEAT ","Elasto_plastic                            HEAT ","Plate                                     IE ","Plate                                     KE ","Plate                                     XMOM ","Plate                                     YMOM ","Plate                                     ZMOM ","Plate                                     MASS ","Plate                                     HE ","Plate                                     HEAT ","Plate                                     HEAT ","TH-ACCEL                                 1                                          var 67","TH-ACCEL                                 1                                          var 68","TH-ACCEL                                 1                                          var 69","TH-INTER                                 1 Head_self_Contact                        var 70","TH-INTER                                 1 Head_self_Contact                        var 71","TH-INTER                                 1 Head_self_Contact                        var 72","TH-INTER                                 1 Head_self_Contact                        var 73","TH-INTER                                 1 Head_self_Contact                        var 74","TH-INTER                                 1 Head_self_Contact                        var 75","TH-INTER                                 2 Head to Windscreen                       var 76","TH-INTER                                 2 Head to Windscreen                       var 77","TH-INTER                                 2 Head to Windscreen                       var 78","TH-INTER                                 2 Head to Windscreen                       var 79","TH-INTER                                 2 Head to Windscreen                       var 80","TH-INTER                                 2 Head to Windscreen                       var 81","DATABASE_HISTORY_NODE                    33467 Head_Accelerometer                       var 82","DATABASE_HISTORY_NODE                    33467 Head_Accelerometer                       var 83","DATABASE_HISTORY_NODE                    33467 Head_Accelerometer                       var 84","DATABASE_HISTORY_NODE                    33467 Head_Accelerometer                       var 85","DATABASE_HISTORY_NODE                    33467 Head_Accelerometer                       var 86","DATABASE_HISTORY_NODE                    33467 Head_Accelerometer                       var 87","DATABASE_HISTORY_NODE                    33467 Head_Accelerometer                       var 88","DATABASE_HISTORY_NODE                    33467 Head_Accelerometer                       var 89","DATABASE_HISTORY_NODE                    33467 Head_Accelerometer                       var 90"
7.300373e-03,3.245986e-01,1.697228e+04,8.021726e+00,-6.806845e-07,-9.559935e+00,1.558729e-02,9.186328e-07,6.093326e-09,0.000000e+00,0.000000e+00,5.198837e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.584300e-03,1.396156e+03,6.598735e-01,4.826377e-07,-7.864088e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.180143e-01,1.395767e+03,6.596902e-01,4.826362e-07,-7.861888e-01,3.773142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.909911e+01,-9.398996e+01,-2.436927e+02,-2.365188e-05,7.914678e-05,1.003041e-04,-1.376698e-05,7.025421e-06,1.139897e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.276385e+01,-1.165295e-06,-1.521137e+01,1.748383e+03,-4.195042e-04,-2.083644e+03,1.294079e+02,9.398996e+01,2.248964e+02
7.400504e-03,3.291702e-01,1.697228e+04,8.021724e+00,-6.806871e-07,-9.559932e+00,1.558729e-02,9.186326e-07,1.496404e-08,0.000000e+00,0.000000e+00,5.280537e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.676674e-03,1.396156e+03,6.598733e-01,1.162978e-06,-7.864090e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.224935e-01,1.395767e+03,6.596901e-01,1.162689e-06,-7.861904e-01,3.773144e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.748242e+02,-3.760029e+01,-6.069638e+02,-2.514369e-05,8.212178e-05,1.005922e-04,-1.449373e-05,7.182291e-06,1.306573e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.293891e+01,-1.169118e-06,-1.542001e+01,1.748383e+03,-7.954173e-04,-2.083644e+03,2.883083e+02,3.760028e+01,6.006760e+02
7.500635e-03,3.335217e-01,1.697228e+04,8.021722e+00,-6.806883e-07,-9.559934e+00,1.558729e-02,9.186327e-07,7.936405e-09,0.000000e+00,0.000000e+00,5.369236e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.766314e-03,1.396156e+03,6.598723e-01,1.711787e-06,-7.864094e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.267554e-01,1.395767e+03,6.596891e-01,1.711230e-06,-7.861905e-01,3.773142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.813313e+01,-4.661001e+02,2.699361e+02,-2.528031e-05,8.368963e-05,1.019404e-04,-1.682428e-05,6.334184e-06,1.429931e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.311398e+01,-1.213566e-06,-1.562865e+01,1.748384e+03,-1.187719e-03,-2.083644e+03,-1.951275e+02,4.661001e+02,-1.874021e+02
7.600766e-03,3.380169e-01,1.697227e+04,8.021722e+00,-6.806900e-07,-9.559934e+00,1.558729e-02,9.186323e-07,1.065085e-08,0.000000e+00,0.000000e+00,5.449796e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.856896e-03,1.396158e+03,6.598741e-01,1.510343e-06,-7.864088e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.311600e-01,1.395769e+03,6.596901e-01,1.509608e-06,-7.861905e-01,3.773142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.964064e+02,-2.959538e+02,1.337099e+01,-2.506581e-05,8.537548e-05,1.028860e-04,-1.621726e-05,6.024945e-06,1.470139e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.328905e+01,-1.216236e-06,-1.583729e+01,1.748382e+03,-1.174079e-03,-2.083644e+03,-2.007689e+02,2.959538e+02,2.184660e+02
7.700897e-03,3.424466e-01,1.697227e+04,8.021722e+00,-6.806900e-07,-9.559933e+00,1.558729e-02,9.186326e-07,3.299261e-09,0.000000e+00,0.000000e+00,5.519637e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.947210e-03,1.396149e+03,6.598713e-01,-1.337386e-07,-7.864071e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.354994e-01,1.395760e+03,6.596876e-01,-1.343956e-07,-7.861881e-01,3.773145e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.776581e+02,2.405400e+01,3.128145e+02,-2.684425e-05,8.828113e-05,1.038677e-04,-1.706871e-05,5.694591e-06,1.450150e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.346412e+01,-1.269656e-06,-1.604592e+01,1.748384e+03,2.431337e-05,-2.083645e+03,3.123612e+00,-2.405400e+01,-4.903762e+02
7.800110e-03,3.469172e-01,1.697228e+04,8.021722e+00,-6.806841e-07,-9.559934e+00,1.558729e-02,9.186324e-07,3.580037e-09,0.000000e+00,0.000000e+00,5.610728e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.038398e-03,1.396149e+03,6.598725e-01,1.068855e-06,-7.864063e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.398789e-01,1.395760e+03,6.596889e-01,1.068595e-06,-7.861872e-01,3.773142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.593159e+02,-1.496045e+02,4.322024e+02,-2.549923e-05,9.026166e-05,1.068658e-04,-1.689601e-05,5.155913e-06,1.558488e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.363758e+01,-1.269690e-06,-1.625265e+01,1.748383e+03,-1.027394e-03,-2.083646e+03,-1.001231e+02,1.496045e+02,-5.530662e+02
7.900241e-03,3.513312e-01,1.697227e+04,8.021723e+00,-6.806896e-07,-9.559933e+00,1.558729e-02,9.186326e-07,1.152245e-09,0.000000e+00,0.000000e+00,5.695619e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.127795e-03,1.396149e+03,6.598733e-01,-7.293600e-08,-7.864051e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.442034e-01,1.395759e+03,6.596904e-01,-7.305937e-08,-7.861859e-01,3.773143e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.005164e+02,3.319945e+02,-1.519546e+02,-2.605398e-05,9.275899e-05,1.084882e-04,-1.795080e-05,6.686013e-06,1.605775e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.381264e+01,-1.323717e-06,-1.646128e+01,1.748383e+03,-1.289445e-04,-2.083646e+03,1.810147e+02,-3.319945e+02,2.067430e+01
8.000371e-03,3.557283e-01,1.697228e+04,8.021724e+00,-6.806932e-07,-9.559936e+00,1.558729e-02,9.186330e-07,1.562643e-09,0.000000e+00,0.000000e+00,5.772602e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.216053e-03,1.396157e+03,6.598759e-01,-8.026980e-07,-7.864070e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.485122e-01,1.395767e+03,6.596925e-01,-8.027120e-07,-7.861884e-01,3.773142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.862420e+01,3.205880e+02,-9.076248e+01,-2.637668e-05,9.203026e-05,1.085911e-04,-1.842159e-05,6.516475e-06,1.611573e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.398771e+01,-1.334744e-06,-1.666992e+01,1.748381e+03,3.135815e-04,-2.083646e+03,8.792741e+01,-3.205880e+02,3.641348e+01
8.100502e-03,3.602718e-01,1.697229e+04,8.021724e+00,-6.806923e-07,-9.559937e+00,1.558729e-02,9.186329e-07,2.908038e-09,0.000000e+00,0.000000e+00,5.846784e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.308580e-03,1.396156e+03,6.598759e-01,-5.615801e-07,-7.864065e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.529632e-01,1.395767e+03,6.596926e-01,-5.615951e-07,-7.861885e-01,3.773144e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.072903e+02,-2.864157e+02,-1.682998e+02,-2.645527e-05,9.316017e-05,1.098070e-04,-1.883396e-05,6.335241e-06,1.718484e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.416278e+01,-1.286095e-06,-1.687856e+01,1.748382e+03,4.532615e-04,-2.083646e+03,4.550047e+02,2.864157e+02,-2.804264e+02
8.200633e-03,3.647819e-01,1.697228e+04,8.021723e+00,-6.806872e-07,-9.559937e+00,1.558729e-02,9.186330e-07,2.765890e-09,0.000000e+00,0.000000e+00,5.920791e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.402249e-03,1.396158e+03,6.598753e-01,-1.446572e-06,-7.864083e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.573797e-01,1.395770e+03,6.596920e-01,-1.445243e-06,-7.861883e-01,3.773139e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.204431e+02,3.721538e+02,1.718281e+02,-2.621981e-05,9.361158e-05,1.104180e-04,-1.903353e-05,5.776138e-06,1.781574e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.433785e+01,-1.276747e-06,-1.708720e+01,1.748382e+03,6.447574e-04,-2.083646e+03,-4.661620e+02,-3.721538e+02,2.882341e+02
8.300764e-03,3.693212e-01,1.697229e+04,8.021724e+00,-6.806824e-07,-9.559939e+00,1.558729e-02,9.186329e-07,1.209936e-09,0.000000e+00,0.000000e+00,5.995894e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.494222e-03,1.396151e+03,6.598726e-01,-8.707326e-07,-7.864071e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.618270e-01,1.395762e+03,6.596888e-01,-8.707185e-07,-7.861885e-01,3.773142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.963490e+02,4.987168e+02,-1.969127e+02,-2.714727e-05,9.688084e-05,1.107508e-04,-1.976966e-05,3.791648e-06,1.793632e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.451291e+01,-1.242376e-06,-1.729583e+01,1.748383e+03,4.421675e-05,-2.083647e+03,-2.967607e+02,-4.987168e+02,6.600074e+02
8.400896e-03,3.737997e-01,1.697228e+04,8.021724e+00,-6.806810e-07,-9.559934e+00,1.558729e-02,9.186323e-07,3.881907e-10,0.000000e+00,0.000000e+00,6.072167e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.584740e-03,1.396155e+03,6.598729e-01,-1.506155e-06,-7.864090e-01,3.774191e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.662149e-01,1.395765e+03,6.596895e-01,-1.505678e-06,-7.861896e-01,3.773142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.496368e+02,1.264374e+02,-1.949016e+02,-2.835235e-05,9.783872e-05,1.118457e-04,-1.966857e-05,3.534977e-06,1.709250e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.468798e+01,-1.253703e-06,-1.750447e+01,1.748383e+03,7.455455e-04,-2.083644e+03,5.311882e+01,-1.264374e+02,2.399087e+02
8.500108e-03,3.781788e-01,1.697228e+04,8.021723e+00,-6.806761e-07,-9.559936e+00,1.558729e-02,9.186330e-07,7.109258e-09,0.000000e+00,0.000000e+00,6.155165e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.673669e-03,1.396158e+03,6.598748e-01,1.546925e-06,-7.864083e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.705052e-01,1.395770e+03,6.596910e-01,1.547516e-06,-7.861909e-01,3.773142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.930221e+02,-2.004350e+02,1.400932e+02,-2.934940e-05,1.007660e-04,1.131311e-04,-2.005450e-05,1.675537e-06,1.734617e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.486144e+01,-1.236151e-06,-1.771119e+01,1.748382e+03,-8.524035e-04,-2.083645e+03,8.103303e+01,2.004350e+02,-3.145182e+02
8.600239e-03,3.826186e-01,1.697228e+04,8.021724e+00,-6.806871e-07,-9.559936e+00,1.558729e-02,9.186324e-07,8.966867e-09,0.000000e+00,0.000000e+00,6.236003e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.764299e-03,1.396153e+03,6.598725e-01,1.110989e-06,-7.864078e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.748543e-01,1.395763e+03,6.596890e-01,1.110146e-06,-7.861900e-01,3.773142e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.468704e+02,1.339225e+01,1.306655e+02,-3.097098e-05,1.042408e-04,1.146422e-04,-2.024906e-05,1.160567e-06,1.741619e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.503651e+01,-1.302429e-06,-1.791983e+01,1.748384e+03,-5.882279e-04,-2.083645e+03,5.858934e+01,-1.339225e+01,-2.731040e+02
8.700370e-03,3.870627e-01,1.697228e+04,8.021726e+00,-6.806825e-07,-9.559933e+00,1.558729e-02,9.186326e-07,4.062051e-09,0.000000e+00,0.000000e+00,6.314285e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.854873e-03,1.396151e+03,6.598712e-01,2.938360e-07,-7.864084e-01,3.774192e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.792078e-01,1.395763e+03,6.596877e-01,2.938961e-07,-7.861901e-01,3.773143e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.355991e+02,1.909814e+02,2.896417e+02,-3.061456e-05,1.058658e-04,1.172159e-04,-2.091792e-05,1.002966e-06,1.766958e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.521158e+01,-1.330948e-06,-1.812847e+01,1.748384e+03,-2.309883e-04,-2.083644e+03,1.866761e+02,-1.909814e+02,-6.730755e+02
8.800500e-03,3.914660e-01,1.697229e+04,8.021727e+00,-6.806761e-07,-9.559938e+00,1.558729e-02,9.186334e-07,2.852375e-09,0.000000e+00,0.000000e+00,6.404660e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.944846e-03,1.396143e+03,6.598691e-01,2.140798e-06,-7.864062e-01,3.774191e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.835211e-01,1.395753e+03,6.596858e-01,2.139904e-06,-7.861876e-01,3.773143e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.377479e+02,2.849257e+00,-1.967661e+02,-3.190618e-05,1.073646e-04,1.173351e-04,-2.174793e-05,1.415989e-06,1.806783e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.538664e+01,-1.399164e-06,-1.833711e+01,1.748386e+03,-1.328069e-03,-2.083646e+03,-1.306469e+02,-2.849260e+00,4.618134e+02
