Time,X,Y,Z,Mag
-0.0191,-0.157708,-0.07837,0.123207,0.214927046
-0.019,0,0.039185,-0.123207,0.129288163
-0.0189,-0.039427,0.23511,-0.205345,0.31463911
-0.0188,0.039427,0.117555,0,0.12399059
-0.0187,0.039427,-0.195925,-0.164276,0.258703881
-0.0186,-0.118281,0,-0.246414,0.273331766
-0.0185,0.157708,0.15674,-0.164276,0.276452247
-0.0184,0.118281,0.195925,-0.164276,0.281715468
-0.0183,-0.039427,0,-0.205345,0.209095809
-0.0182,-0.078854,-0.039185,0.041069,0.097160076
-0.0181,-0.118281,0.039185,-0.123207,0.175230774
-0.018,-0.078854,0,-0.082138,0.113862217
-0.0179,-0.078854,-0.039185,0.164276,0.186386753
-0.0178,-0.275989,-0.07837,0.041069,0.289824857
-0.0177,-0.039427,-0.07837,-0.041069,0.096865928
-0.0176,-0.039427,-0.117555,0.082138,0.148729007
-0.0175,-0.039427,0.07837,-0.123207,0.151249166
-0.0174,0,0.039185,-0.246414,0.249510167
-0.0173,0.039427,-0.117555,0.123207,0.17479597
-0.0172,0.078854,-0.15674,0,0.175457633
-0.0171,-0.118281,-0.23511,-0.041069,0.266371488
-0.017,-0.118281,-0.15674,0.041069,0.200610282
-0.0169,0,-0.07837,0.164276,0.182012255
-0.0168,0.078854,0.039185,-0.082138,0.120416231
-0.0167,0.197135,-0.039185,0.123207,0.235749098
-0.0166,0.118281,0.117555,-0.082138,0.185893045
-0.0165,0.039427,0.039185,-0.164276,0.17342594
-0.0164,-0.039427,-0.039185,-0.164276,0.17342594
-0.0163,0.078854,-0.039185,-0.123207,0.151437718
-0.0162,0.039427,0,-0.041069,0.056931108
-0.0161,0.039427,0.039185,0,0.055587342
-0.016,0.039427,-0.195925,-0.082138,0.216073471
-0.0159,-0.157708,-0.117555,0.123207,0.232101177
-0.0158,-0.118281,-0.039185,-0.041069,0.131196501
-0.0157,-0.275989,-0.039185,0,0.27875687
-0.0156,-0.078854,-0.039185,0.164276,0.186386753
-0.0155,-0.118281,-0.23511,0.123207,0.290597784
-0.0154,-0.078854,-0.274295,0.041069,0.288344175
-0.0153,-0.197135,-0.15674,-0.041069,0.255178954
-0.0152,-0.275989,-0.07837,-0.082138,0.298426601
-0.0151,-0.078854,-0.117555,0,0.141552574
-0.015,0.157708,-0.07837,-0.082138,0.194320151
-0.0149,-0.078854,-0.07837,0.164276,0.198359306
-0.0148,-0.197135,0,0.082138,0.213562308
-0.0147,-0.118281,0,0.082138,0.144003632
-0.0146,-0.197135,-0.117555,0.287483,0.367869354
-0.0145,-0.157708,0,-0.041069,0.162967715
-0.0144,-0.039427,-0.117555,-0.041069,0.130615195
-0.0143,-0.078854,-0.117555,-0.164276,0.216849569
-0.0142,-0.039427,-0.274295,-0.164276,0.322147233
-0.0141,-0.039427,0,-0.246414,0.249548287
-0.014,-0.039427,-0.117555,-0.164276,0.205816109
-0.0139,0.078854,0,-0.082138,0.113862217
-0.0138,0.157708,0.039185,-0.287483,0.330232877
-0.0137,0.157708,0,-0.246414,0.292560545
-0.0136,0.039427,0.07837,-0.246414,0.261564915
-0.0135,0,0.07837,0,0.07837
-0.0134,-0.039427,-0.117555,-0.164276,0.205816109
-0.0133,0.039427,-0.117555,0.041069,0.130615195
-0.0132,0.197135,0.039185,-0.123207,0.235749098
-0.0131,0.433697,0.07837,-0.082138,0.44830971
-0.013,0.354843,0.039185,-0.205345,0.411844131
-0.0129,-0.078854,-0.15674,-0.123207,0.214395303
-0.0128,-0.157708,-0.117555,0.164276,0.256276404
-0.0127,0,-0.039185,0,0.039185
-0.0126,-0.118281,-0.23511,-0.041069,0.266371488
-0.0125,-0.275989,-0.195925,0,0.338462012
-0.0124,-0.118281,-0.15674,0,0.196361459
-0.0123,0,-0.039185,0.082138,0.091006128
-0.0122,-0.039427,-0.117555,0.041069,0.130615195
-0.0121,-0.118281,-0.195925,0.082138,0.243153556
-0.012,-0.118281,0,0,0.118281
-0.0119,0.157708,0.195925,-0.082138,0.264584712
-0.0118,0.236562,0.07837,-0.041069,0.25256702
-0.0117,0,0.117555,-0.082138,0.143407911
-0.0116,0.078854,0,-0.041069,0.088907908
-0.0115,0.039427,0.15674,-0.328552,0.366153428
-0.0114,0.197135,0.039185,-0.164276,0.259584816
-0.0113,0.197135,0.117555,0,0.229524261
-0.0112,0.275989,0.039185,0,0.27875687
-0.0111,-0.078854,-0.117555,0.082138,0.163657516
-0.011,0,-0.15674,0.328552,0.364024511
-0.0109,-0.039427,0.039185,-0.041069,0.069113062
-0.0108,0.157708,-0.15674,0.123207,0.25420308
-0.0107,0.118281,0.039185,-0.123207,0.175230774
-0.0106,0.275989,-0.039185,0.041069,0.281765958
-0.0105,0.039427,0,-0.164276,0.168941092
-0.0104,0.039427,0.07837,0.041069,0.096865928
-0.0103,0.197135,-0.07837,0.082138,0.227487837
-0.0102,0.078854,-0.07837,-0.082138,0.138226124
-0.0101,0.118281,0.07837,0.082138,0.163947866
-0.01,0.315416,0.15674,-0.287483,0.454643988
-0.0099,0.275989,0.07837,-0.287483,0.406150539
-0.0098,0.039427,0.15674,-0.164276,0.230452859
-0.0097,0.118281,-0.07837,-0.041069,0.14771227
-0.0096,0.118281,0.07837,0,0.141888167
-0.0095,0.078854,0.195925,-0.123207,0.24450874
-0.0094,0.197135,0.15674,-0.287483,0.382199046
-0.0093,0.157708,0.195925,-0.246414,0.352105493
-0.0092,0.275989,0.15674,-0.164276,0.35738489
-0.0091,0,0.07837,-0.082138,0.113527565
-0.009,-0.039427,0.23511,-0.041069,0.241904657
-0.0089,-0.078854,0.039185,0.123207,0.151437718
-0.0088,-0.078854,0.039185,0.164276,0.186386753
-0.0087,-0.118281,-0.117555,0.205345,0.26453004
-0.0086,-0.078854,0.195925,0.041069,0.215153949
-0.0085,0,0.31348,-0.164276,0.353915689
-0.0084,0.118281,0.039185,-0.205345,0.240192482
-0.0083,0.039427,0.274295,0,0.27711412
-0.0082,0.039427,0.23511,0.041069,0.241904657
-0.0081,0.078854,0.15674,0.082138,0.193731856
-0.008,0.078854,0.15674,0,0.175457633
-0.0079,0.078854,-0.07837,-0.164276,0.198359306
-0.0078,-0.197135,-0.117555,0.041069,0.233169571
-0.0077,-0.275989,-0.039185,0.123207,0.304770991
-0.0076,-0.197135,-0.039185,0.082138,0.217127436
-0.0075,-0.39427,-0.117555,0.041069,0.413466654
-0.0074,-0.157708,-0.15674,0.287483,0.363435986
-0.0073,-0.078854,-0.15674,0.246414,0.302498331
-0.0072,-0.197135,-0.23511,0.492828,0.580532822
-0.0071,-0.118281,-0.07837,0.164276,0.217068782
-0.007,0,-0.07837,0.041069,0.088478922
-0.0069,-0.039427,0,0.287483,0.290174023
-0.0068,0,0.195925,0.082138,0.212445891
-0.0067,0.197135,0.039185,-0.041069,0.205144669
-0.0066,0.078854,0.15674,-0.164276,0.240358035
-0.0065,0.118281,0,-0.041069,0.125208058
-0.0064,0,-0.15674,0.246414,0.292039872
-0.0063,-0.275989,-0.117555,0.041069,0.302780067
-0.0062,0.039427,0,0.287483,0.290174023
-0.0061,0.039427,-0.195925,0.164276,0.258703881
-0.006,-0.118281,-0.15674,0.082138,0.212848476
-0.0059,-0.039427,-0.117555,0.287483,0.313081685
-0.0058,0.118281,-0.15674,0,0.196361459
-0.0057,0.157708,0,0.123207,0.200129403
-0.0056,0.039427,0.117555,-0.041069,0.130615195
-0.0055,-0.039427,0,-0.041069,0.056931108
-0.0054,-0.039427,-0.195925,0.164276,0.258703881
-0.0053,0.039427,-0.15674,0.287483,0.329800532
-0.0052,0.118281,-0.117555,0.246414,0.297538959
-0.0051,0.118281,0.117555,0.164276,0.234085833
-0.005,0.039427,0.15674,0.123207,0.203228642
-0.0049,-0.118281,-0.039185,0.082138,0.149239774
-0.0048,-0.157708,-0.117555,-0.041069,0.200941917
-0.0047,0.078854,-0.15674,0.123207,0.214395303
-0.0046,0.236562,0,0,0.236562
-0.0045,-0.078854,-0.039185,0.041069,0.097160076
-0.0044,0,-0.07837,0.123207,0.146019936
-0.0043,-0.118281,0,-0.041069,0.125208058
-0.0042,0,-0.15674,0,0.15674
-0.0041,0,-0.039185,0,0.039185
-0.004,0.118281,0.039185,0.041069,0.131196501
-0.0039,-0.078854,0.15674,0,0.175457633
-0.0038,0,0,-0.041069,0.041069
-0.0037,-0.078854,-0.15674,0,0.175457633
-0.0036,-0.118281,-0.07837,0.041069,0.14771227
-0.0035,0.197135,0.117555,-0.041069,0.233169571
-0.0034,0.157708,-0.039185,0.041069,0.16761247
-0.0033,0.078854,-0.117555,0.041069,0.147389939
-0.0032,-0.039427,-0.15674,-0.123207,0.203228642
-0.0031,-0.039427,-0.117555,0.123207,0.17479597
-0.003,0.078854,-0.117555,0.041069,0.147389939
-0.0029,0.157708,-0.039185,0.287483,0.330232877
-0.0028,0.157708,0,0.041069,0.162967715
-0.0027,0.078854,-0.117555,0,0.141552574
-0.0026,0.118281,-0.117555,0,0.166762025
-0.0025,-0.118281,-0.31348,0.164276,0.373157754
-0.0024,0.078854,-0.07837,0.328552,0.34685188
-0.0023,0.039427,0.039185,0.287483,0.292807834
-0.0022,0.039427,-0.117555,0.041069,0.130615195
-0.0021,0.157708,-0.23511,0.123207,0.308753122
-0.002,-0.078854,-0.117555,0.123207,0.187662186
-0.0019,0.118281,0,0.164276,0.202427763
-0.0018,0.078854,0.039185,0.082138,0.120416231
-0.0017,0.236562,0,-0.041069,0.240100484
-0.0016,0.236562,0.195925,0,0.307161497
-0.0015,0.197135,0.039185,-0.041069,0.205144669
-0.0014,0.197135,0.15674,0.082138,0.264908072
-0.0013,0.039427,0,0.205345,0.209095809
-0.0012,0.078854,-0.15674,0.164276,0.240358035
-0.0011,0.236562,0,0.205345,0.313254128
-0.001,0.118281,0.039185,0.041069,0.131196501
-0.0009,0.118281,0,0.041069,0.125208058
-0.0008,0.157708,0,-0.164276,0.227724433
-0.0007,0.315416,0.15674,-0.082138,0.361664667
-0.0006,0.670259,0.195925,0.082138,0.703121884
-0.0005,0.473124,0.07837,-0.164276,0.5069268
-0.0004,0.354843,0,-0.041069,0.357211726
-0.0003,0.354843,0,-0.123207,0.375624173
-0.0002,0.512551,0.039185,-0.123207,0.528605672
-0.0001,0.315416,0,-0.041069,0.318078474
0,0.197135,0.15674,0.082138,0.264908072
0.0001,0.354843,0.07837,-0.328552,0.489899815
0.0002,0.354843,0.23511,-0.164276,0.456264036
0.0003,0.354843,0.274295,-0.164276,0.47763784
0.0004,0.433697,0.195925,-0.082138,0.482935135
0.0005,0.473124,0.07837,0.082138,0.486554033
0.0006,0.118281,-0.07837,0.041069,0.14771227
0.0007,0.039427,-0.07837,0,0.087728816
0.0008,0.118281,-0.07837,0.123207,0.187915451
0.0009,0.315416,0.117555,0.041069,0.339106316
0.001,0,-0.15674,0.041069,0.16203114
0.0011,0.078854,-0.15674,0.082138,0.193731856
0.0012,0.039427,-0.039185,0.205345,0.212735802
0.0013,0.39427,0.039185,0.041069,0.398335236
0.0014,0.275989,0.274295,0.123207,0.408151491
0.0015,0.275989,0.195925,0,0.338462012
0.0016,0.39427,0.07837,0.041069,0.404075924
0.0017,0.197135,0,0.041069,0.201367502
0.0018,0.275989,0.07837,0.041069,0.289824857
0.0019,0.197135,0.07837,-0.123207,0.245324336
0.002,0.157708,-0.039185,-0.082138,0.182082203
0.0021,0.118281,-0.15674,0,0.196361459
0.0022,0.078854,-0.15674,-0.082138,0.193731856
0.0023,0.078854,0.039185,0,0.088053492
0.0024,0.118281,0.117555,0.164276,0.234085833
0.0025,0.118281,-0.117555,0.123207,0.207339185
0.0026,0.236562,-0.07837,0,0.249205611
0.0027,0.039427,-0.195925,0.041069,0.204028813
0.0028,0.118281,-0.039185,0,0.124602806
0.0029,-0.078854,-0.117555,0.205345,0.249406697
0.003,0.197135,0.039185,0.041069,0.205144669
0.0031,0.157708,0.07837,0.123207,0.214927046
0.0032,0.078854,-0.117555,0.082138,0.163657516
0.0033,0.197135,0.039185,0,0.200991722
0.0034,0.354843,0.07837,0,0.363394292
0.0035,0.275989,0.039185,-0.082138,0.290606337
0.0036,0.315416,0,-0.123207,0.338625483
0.0037,0.157708,0.117555,0.164276,0.256276404
0.0038,0.157708,0,0.123207,0.200129403
0.0039,0.118281,0.039185,-0.041069,0.131196501
0.004,0.315416,-0.039185,0.123207,0.340885145
0.0041,0.39427,0.39185,0.123207,0.569363873
0.0042,0.39427,0.274295,-0.082138,0.487271209
0.0043,0.354843,0.15674,0,0.387918783
0.0044,0.275989,-0.15674,-0.082138,0.327847536
0.0045,0.197135,-0.195925,0.205345,0.345565309
0.0046,0.118281,-0.07837,0.287483,0.320591215
0.0047,-0.157708,-0.07837,0.328552,0.372773506
0.0048,0,0.039185,0.164276,0.168884778
0.0049,0.078854,0.07837,0.164276,0.198359306
0.005,0,-0.15674,0.287483,0.327435342
0.0051,0.039427,-0.039185,0.246414,0.252606041
0.0052,-0.039427,0.039185,0.246414,0.252606041
0.0053,-0.197135,-0.07837,0.123207,0.245324336
0.0054,0.275989,0,0,0.275989
0.0055,0.039427,-0.117555,0.164276,0.205816109
0.0056,0,0.039185,0.082138,0.091006128
0.0057,-0.039427,-0.039185,0,0.055587342
0.0058,-0.078854,-0.15674,0.164276,0.240358035
0.0059,-0.157708,0.039185,0.246414,0.295173063
0.006,-0.039427,-0.07837,0.205345,0.223300054
0.0061,-0.039427,0.039185,0.123207,0.135166258
0.0062,-0.157708,-0.039185,0.041069,0.16761247
0.0063,-0.157708,0.039185,-0.123207,0.203929503
0.0064,-0.236562,-0.117555,0.123207,0.291480227
0.0065,-0.354843,-0.195925,0.082138,0.41357806
0.0066,-0.39427,-0.15674,0,0.424283231
0.0067,-0.39427,0,0.041069,0.396403198
0.0068,-0.236562,-0.07837,0.205345,0.322908665
0.0069,-0.315416,-0.07837,0.082138,0.335224941
0.007,-0.197135,-0.15674,0.164276,0.300692933
0.0071,-0.118281,-0.117555,0.164276,0.234085833
0.0072,-0.078854,-0.07837,0,0.111174683
0.0073,-0.078854,-0.15674,0.123207,0.214395303
0.0074,-0.078854,0.117555,0.123207,0.187662186
0.0075,-0.039427,0,-0.082138,0.091110589
0.0076,-0.078854,-0.117555,0.082138,0.163657516
0.0077,-0.236562,-0.15674,0.246414,0.375830902
0.0078,0.039427,-0.039185,0,0.055587342
0.0079,0.039427,0.039185,0.041069,0.069113062
0.008,-0.039427,-0.07837,0.082138,0.120179018
0.0081,0.118281,-0.039185,0.082138,0.149239774
0.0082,0.197135,-0.07837,0.246414,0.325152156
0.0083,0,-0.039185,0.164276,0.168884778
0.0084,0,-0.07837,0.287483,0.297973711
0.0085,0,0.039185,0.164276,0.168884778
0.0086,-0.197135,-0.117555,0.164276,0.282255187
0.0087,-0.118281,-0.117555,0.205345,0.26453004
0.0088,-0.039427,-0.195925,0.123207,0.234778744
0.0089,-0.275989,-0.31348,0.123207,0.435453331
0.009,-0.157708,-0.15674,0.205345,0.302664517
0.0091,-0.433697,-0.15674,0.328552,0.566221628
0.0092,-0.39427,-0.274295,0.369621,0.60605797
0.0093,-0.275989,-0.23511,0.287483,0.462701973
0.0094,-0.473124,-0.39185,0.451759,0.762547661
0.0095,-0.473124,-0.39185,0.41069,0.738958062
0.0096,-0.433697,-0.31348,0.451759,0.700320635
0.0097,-0.473124,-0.431035,0.616035,0.888333615
0.0098,-0.473124,-0.431035,0.574966,0.860362361
0.0099,-0.315416,-0.31348,0.492828,0.66380449
0.01,-0.275989,-0.31348,0.533897,0.677853705
0.0101,-0.157708,-0.31348,0.328552,0.48071607
0.0102,-0.433697,-0.352665,0.205345,0.595510083
0.0103,-0.157708,-0.274295,0.205345,0.377195081
0.0104,-0.354843,-0.07837,0.369621,0.518338784
0.0105,-0.236562,-0.117555,0.41069,0.488310387
0.0106,-0.039427,-0.07837,0.164276,0.186233588
0.0107,-0.118281,-0.274295,0.082138,0.309797987
0.0108,-0.118281,-0.07837,0.287483,0.320591215
0.0109,-0.039427,-0.31348,0.287483,0.427165862
0.011,-0.157708,-0.39185,0.451759,0.618469425
0.0111,-0.118281,-0.274295,0.328552,0.44404342
0.0112,-0.236562,-0.39185,0.246414,0.519834456
0.0113,-0.354843,-0.431035,0.328552,0.647804865
0.0114,-0.078854,-0.274295,0.41069,0.500121962
0.0115,-0.197135,-0.431035,0.287483,0.554346331
0.0116,-0.315416,-0.431035,0.369621,0.649536841
0.0117,-0.354843,-0.431035,0.41069,0.693088019
0.0118,-0.315416,-0.509405,0.492828,0.775796458
0.0119,-0.354843,-0.431035,0.41069,0.693088019
0.012,-0.315416,-0.31348,0.246414,0.508406159
0.0121,-0.157708,-0.31348,0.287483,0.453638622
0.0122,-0.157708,-0.431035,0.246414,0.520944185
0.0123,-0.157708,-0.195925,0.082138,0.264584712
0.0124,-0.197135,-0.31348,0.041069,0.372583657
0.0125,-0.315416,-0.15674,0.287483,0.454643988
0.0126,-0.236562,-0.039185,0.287483,0.374357475
0.0127,-0.315416,-0.274295,0.246414,0.485226606
0.0128,-0.473124,-0.352665,0.369621,0.69630353
0.0129,-0.670259,-0.23511,0.287483,0.766270393
0.013,-0.749113,-0.31348,0.287483,0.861444411
0.0131,-0.591405,-0.54859,0.287483,0.856362854
0.0132,-0.709686,-0.509405,0.164276,0.888894975
0.0133,-0.709686,-0.54859,0.287483,0.941940381
0.0134,-0.78854,-0.509405,0.164276,0.953034831
0.0135,-1.0251,-0.587775,0.246414,1.207074695
0.0136,-0.906821,-0.666145,0.164276,1.137128001
0.0137,-0.985675,-0.509405,0.164276,1.121621712
0.0138,-0.985675,-0.62696,0.123207,1.174654848
0.0139,-0.630832,-0.431035,0.082138,0.768431412
0.014,-0.078854,-0.195925,0.123207,0.24450874
0.0141,0.433697,0.039185,-0.082138,0.443142419
0.0142,1.0251,0.23511,-0.041069,1.052517641
0.0143,1.41937,0.31348,-0.205345,1.468007996
0.0144,1.22224,0.23511,-0.246414,1.268805418
0.0145,1.0251,0.039185,-0.164276,1.038918706
0.0146,0.749113,-0.117555,-0.041069,0.759391946
0.0147,0.236562,-0.195925,-0.164276,0.348331436
0.0148,-0.197135,-0.23511,-0.41069,0.512645293
0.0149,-0.39427,-0.195925,-0.082138,0.447863919
0.015,-0.315416,-0.117555,-0.205345,0.394300647
0.0151,-0.236562,-0.31348,0.082138,0.401220564
0.0152,-0.197135,-0.274295,0.041069,0.340274328
0.0153,-0.236562,-0.39185,0.123207,0.474012623
0.0154,-0.433697,-0.47022,0.041069,0.641004367
0.0155,-0.630832,-0.587775,0.287483,0.908886648
0.0156,-0.946248,-0.7837,0.246414,1.253112456
0.0157,-0.985675,-0.54859,0.041069,1.128801513
0.0158,-1.22224,-0.7837,0.082138,1.454236211
0.0159,-1.69536,-0.86207,0.205345,1.913002034
0.016,-1.8925,-0.94044,0.246414,2.12760511
0.0161,-1.73479,-0.86207,0.369621,1.972125937
0.0162,-1.57708,-0.587775,0.205345,1.695531582
0.0163,-1.22224,-0.47022,0,1.309571482
0.0164,-0.946248,-0.47022,0.082138,1.059829598
0.0165,-0.591405,-0.31348,-0.205345,0.700140096
0.0166,-0.591405,-0.62696,-0.164276,0.8773969
0.0167,-0.78854,-0.431035,-0.205345,0.92182052
0.0168,-1.06453,-0.509405,-0.082138,1.182989529
0.0169,-1.22224,-0.666145,-0.533897,1.490860753
0.017,-1.49823,-0.47022,-0.698173,1.718500951
0.0171,-1.61651,-0.31348,-0.862449,1.858814829
0.0172,-1.57708,-0.274295,-1.14993,1.970978964
0.0173,-1.34052,-0.195925,-1.23207,1.831222805
0.0174,-1.18281,-0.352665,-1.35528,1.833083734
0.0175,-1.37994,-0.352665,-1.14993,1.830558934
0.0176,-1.4588,-0.54859,-0.944587,1.822441502
0.0177,-1.26166,-0.54859,-1.02673,1.716657053
0.0178,-0.827967,-0.54859,-1.35528,1.680257189
0.0179,-0.157708,-0.431035,-1.191,1.276379248
0.018,0.197135,-0.07837,-1.191,1.209745868
0.0181,0.236562,0.07837,-1.43742,1.458862465
0.0182,0.315416,0.15674,-1.191,1.241988599
0.0183,0.512551,0.274295,-0.903518,1.074379379
0.0184,0.078854,-0.039185,-1.31421,1.317156536
0.0185,-0.433697,-0.39185,-0.533897,0.791634712
0.0186,-1.0251,0.117555,0.616035,1.201727219
0.0187,-1.10396,-0.31348,1.06779,1.567537201
0.0188,-1.10396,-0.979625,1.191,1.896542597
0.0189,-0.827967,0.195925,1.56062,1.777484386
0.019,-0.315416,0.31348,1.51955,1.583284297
0.0191,0.039427,-0.54859,1.60169,1.693492348
0.0192,0,-0.039185,1.97131,1.971699414
0.0193,-0.315416,0.54859,2.71055,2.783436643
0.0194,-0.354843,-0.431035,2.83376,2.888234835
0.0195,0.039427,-0.39185,2.13559,2.17159977
0.0196,-0.197135,0.70533,1.93024,2.064504559
0.0197,-1.4588,-0.039185,2.9159,3.260690987
0.0198,-1.8925,-0.666145,4.23011,4.681787695
0.0199,-1.73479,-0.587775,5.01042,5.334724395
0.02,-1.8925,-0.31348,5.70859,6.022277455
0.0201,-2.68104,-0.07837,6.16035,6.718930678
0.0202,-2.20791,0.274295,5.8318,6.241794258
0.0203,-2.08963,0.07837,5.33897,5.733872693
0.0204,-2.12906,-0.54859,5.74966,6.155683357
0.0205,-1.61651,-0.62696,6.77639,6.994686902
0.0206,-1.69536,-0.23511,6.3657,6.591787218
0.0207,-1.8925,-0.47022,5.79073,6.110255071
0.0208,-2.4839,-0.54859,6.20142,6.702859107
0.0209,-2.87817,-0.195925,6.65318,7.251693131
0.021,-2.72046,-0.587775,6.52997,7.098372367
0.0211,-2.20791,-0.70533,6.4889,6.890441219
0.0212,-2.32619,-0.54859,6.61211,7.030797221
0.0213,-2.64161,-0.352665,7.31028,7.78091702
0.0214,-2.9176,-0.117555,7.84418,8.370028005
0.0215,-2.56275,-0.62696,8.37808,8.783677527
0.0216,-2.12906,-0.666145,8.37808,8.669998277
0.0217,-2.44447,0.039185,8.33701,8.688078314
0.0218,-2.64161,-0.70533,8.29594,8.734884904
0.0219,-2.79932,-0.979625,8.2138,8.732832762
0.022,-2.83874,-0.195925,8.25487,8.731535381
0.0221,-3.07531,-0.62696,8.99411,9.52599733
0.0222,-2.83874,-0.979625,9.61015,10.06842058
0.0223,-2.79932,-0.23511,9.89763,10.28856398
0.0224,-2.83874,-0.54859,9.69228,10.11433079
0.0225,-2.83874,-1.09718,9.52801,10.00226091
0.0226,-2.83874,0.15674,9.48694,9.903789314
0.0227,-2.95702,0,9.52801,9.976319053
0.0228,-2.4839,-1.09718,9.4048,9.788964511
0.0229,-2.44447,-0.47022,9.73335,10.04662345
0.023,-2.83874,0.352665,9.81549,10.22382812
0.0231,-2.87817,-0.666145,9.9387,10.36847961
0.0232,-2.40505,-1.01881,9.61015,9.958776147
0.0233,-2.56275,0.15674,9.56908,9.907550002
0.0234,-2.83874,-0.39185,9.97977,10.38305352
0.0235,-3.03588,-0.744515,9.56908,10.06668575
0.0236,-3.23301,-0.15674,9.61015,10.14060669
0.0237,-3.43015,-0.509405,9.85656,10.44878928
0.0238,-3.54843,-1.09718,10.2262,10.87981277
0.0239,-3.46958,-0.23511,9.77442,10.37461076
0.024,-3.23301,-0.54859,8.66556,9.265270356
0.0241,-3.35129,-1.09718,8.54235,9.241574116
0.0242,-3.74556,-0.31348,8.46021,9.25757218
0.0243,-3.66671,0.195925,8.17273,8.959724576
0.0244,-3.19359,-0.587775,7.88525,8.527699813
0.0245,-3.15416,-0.117555,7.76204,8.37924874
0.0246,-3.58786,0.54859,7.72097,8.531533749
0.0247,-3.98213,0.15674,7.35135,8.362073522
0.0248,-3.90327,-0.352665,6.81745,7.863683221
0.0249,-4.10041,0,6.85852,7.990785866
0.025,-4.25812,-0.54859,6.81745,8.05668427
0.0251,-3.70614,-1.09718,6.61211,7.65893441
0.0252,-3.70614,-0.117555,5.91394,6.980256385
0.0253,-3.509,-0.23511,5.13363,6.222741734
0.0254,-3.46958,-2.15517,6.4889,7.667370235
0.0255,-3.90327,-0.744515,7.43349,8.428914097
0.0256,-3.509,0.117555,7.0228,7.851536157
0.0257,-3.07531,-2.78213,6.32463,7.562983774
0.0258,-3.07531,-2.11599,6.24249,7.273487931
0.0259,-3.23301,0.901255,6.07821,6.943288201
0.026,-2.68104,-1.21473,4.68187,5.53023066
0.0261,-2.24734,-1.52821,4.06583,4.890494501
0.0262,-3.27244,2.11599,5.21576,6.510793317
0.0263,-4.41582,0.47022,7.43349,8.65894605
0.0264,-4.21869,-2.31191,8.29594,9.589832827
0.0265,-3.9427,-0.94044,6.94066,8.03754141
0.0266,-4.5341,-0.666145,7.26921,8.593208132
0.0267,-5.24379,-1.72414,8.91197,10.48299583
0.0268,-4.57353,-1.058,7.31028,8.687734707
0.0269,-3.23301,-1.48903,5.50325,6.554031169
0.027,-4.10041,-1.25392,6.94066,8.158335539
0.0271,-5.4015,-0.274295,7.88525,9.561830764
0.0272,-4.77067,-1.41066,7.26921,8.808556517
0.0273,-4.10041,-1.80251,8.00845,9.175929156
0.0274,-4.88895,-0.822885,8.78877,10.09066152
0.0275,-5.55921,-1.72414,7.84418,9.767734355
0.0276,-4.92837,-2.58621,6.40676,8.486688796
0.0277,-4.81009,-2.31191,5.91394,7.965963845
0.0278,-5.48035,-1.41066,6.07821,8.304747712
0.0279,-5.79577,-1.48903,6.77639,9.040333051
0.028,-6.19004,-2.03762,7.35135,9.82399294
0.0281,-5.79577,-1.88088,7.51563,9.675399411
0.0282,-4.84952,-1.88088,7.39242,9.038994815
0.0283,-4.77067,-2.97806,7.47456,9.353992773
0.0284,-5.04666,-2.31191,7.43349,9.277417668
0.0285,-4.49468,-1.09718,6.77639,8.205206499
0.0286,-4.10041,-2.89969,6.85852,8.50063885
0.0287,-4.57353,-2.54702,7.6799,9.294372036
0.0288,-4.65239,-0.274295,7.43349,8.773639156
0.0289,-4.25812,-2.62539,6.73532,8.389802983
0.029,-4.25812,-3.6442,6.89959,8.88910129
0.0291,-4.73124,-0.94044,7.5567,8.965086403
0.0292,-4.33697,-1.5674,7.76204,9.028583305
0.0293,-4.02155,-3.60502,7.84418,9.523664918
0.0294,-4.17926,-1.99843,7.88525,9.145332371
0.0295,-5.04666,-0.901255,7.84418,9.370816272
0.0296,-4.61296,-2.39028,8.2138,9.719019955
0.0297,-4.02155,-2.8605,7.92632,9.3371234
0.0298,-4.06098,-1.09718,7.51563,8.612784498
0.0299,-4.21869,-1.95925,8.00845,9.261278383
0.03,-4.06098,-3.21317,8.70663,10.13022339
0.0301,-3.509,-1.058,7.80311,8.620961122
0.0302,-3.23301,-1.84169,8.09059,8.90515706
0.0303,-3.74556,-3.40909,8.66556,10.03708346
0.0304,-4.02155,-0.587775,7.96739,8.944140387
0.0305,-3.39072,-1.44984,7.22814,8.114494809
0.0306,-3.31187,-4.4279,8.17273,9.867537533
0.0307,-4.3764,-1.37147,8.25487,9.443340809
0.0308,-4.88895,-0.86207,8.41915,9.773795758
0.0309,-4.5341,-3.87931,8.8709,10.69111667
0.031,-4.41582,-1.5674,7.92632,9.207755306
0.0311,-4.33697,-0.47022,7.35135,8.548260785
0.0312,-4.81009,-3.60502,7.76204,9.817453844
0.0313,-5.28322,-2.66458,8.46021,10.32412482
0.0314,-5.48035,-0.979625,8.82984,10.43838952
0.0315,-5.00723,-2.74295,8.25487,10.03688227
0.0316,-4.92837,-2.8605,7.59776,9.49722318
0.0317,-4.88895,-1.48903,7.39242,8.987041554
0.0318,-5.12551,-2.19436,7.06387,8.999129288
0.0319,-5.12551,-3.40909,7.35135,9.588279002
0.032,-5.36207,-2.54702,7.80311,9.804469962
0.0321,-5.55921,-2.15517,7.72097,9.755149988
0.0322,-5.79577,-3.01724,7.39242,9.866233353
